,metric_name,mean_0,mean_1,var_0,var_1,delta,lift,pvalue,statistic
0,Average Revenuer Per User Without Cancelllations,770.601226694407,783.5712299817102,13180466.027929148,8699179.291474111,12.970003287303143,0.016831018220590743,0.41269755520367846,-0.8191577132456122
0,Average Order Value,1.0,1.0,0.0,0.0,0.0,0.0,,
0,Canceled Orders per Orders,0.4073685411201095,0.40828334367602104,1.619678794598339,1.2476327813311996,0.0009148025559115314,0.0022456386872588886,0.6972665693858409,-0.3890129464125698
0,Average Revenue per Paying User Without Cancelation,770.6012266944222,783.5712299817278,13180315.686124336,8699079.321590967,12.970003287305644,0.016831018220593658,0.14579479108279172,3803528781.0
